create file1
use file1
afu todd
insert name= aaccf ; CWID= 10000000 ; color= black ; age= 37 ; salary= 104883.3149 ;
insert name= ailbert ; CWID= 10000302 ; color= red ; age= 66 ; salary= 62503.10741 ;
insert name= aile ; CWID= 10000303 ; color= green ; age= 64 ; salary= 104157.6619 ;
insert name= ailee ; CWID= 10000304 ; color= blue ; age= 75 ; salary= 68797.27523 ;
insert name= aileen ; CWID= 10000305 ; color= orange ; age= 87 ; salary= 67641.53925 ;
insert name= ailene ; CWID= 10000306 ; color= yellow ; age= 24 ; salary= 22059.87999 ;
insert name= ailey ; CWID= 10000307 ; color= pink ; age= 30 ; salary= 44919.59281 ;
insert name= aili ; CWID= 10000308 ; color= purple ; age= 69 ; salary= 100342.8895 ;
insert name= ailina ; CWID= 10000309 ; color= crimson ; age= 5 ; salary= 96379.49559 ;
insert name= ailis ; CWID= 10000310 ; color= black ; age= 55 ; salary= 55674.54224 ;
insert name= ailsun ; CWID= 10000311 ; color= white ; age= 20 ; salary= 15199.40995 ;
insert name= ailyn ; CWID= 10000312 ; color= red ; age= 80 ; salary= 21862.27883 ;
insert name= aiman ; CWID= 10000313 ; color= green ; age= 21 ; salary= 68836.29662 ;
insert name= aime ; CWID= 10000314 ; color= blue ; age= 41 ; salary= 51998.42303 ;
insert name= aimee ; CWID= 10000315 ; color= orange ; age= 37 ; salary= 67384.28687 ;
insert name= aimei ; CWID= 10000316 ; color= yellow ; age= 1 ; salary= 93119.82499 ;
insert name= aimil ; CWID= 10000317 ; color= pink ; age= 38 ; salary= 93519.21341 ;
insert name= aimone ; CWID= 10000318 ; color= purple ; age= 11 ; salary= 97817.82332 ;
insert name= aindrea ; CWID= 10000319 ; color= crimson ; age= 46 ; salary= 49839.02609 ;
insert name= ainslee ; CWID= 10000320 ; color= black ; age= 80 ; salary= 37729.82844 ;
insert name= ainsley ; CWID= 10000321 ; color= white ; age= 50 ; salary= 23795.83393 ;
insert name= ainslie ; CWID= 10000322 ; color= red ; age= 67 ; salary= 108607.364 ;
insert name= ainswort ; CWID= 10000323 ; color= green ; age= 15 ; salary= 67393.69075 ;
insert name= air ; CWID= 10000324 ; color= blue ; age= 26 ; salary= 87607.42166 ;
insert name= aisha ; CWID= 10000325 ; color= orange ; age= 36 ; salary= 107126.4484 ;
insert name= aitken ; CWID= 10000326 ; color= yellow ; age= 73 ; salary= 93118.13343 ;
insert name= aitsung ; CWID= 10000327 ; color= pink ; age= 77 ; salary= 96335.96657 ;
insert name= ajay ; CWID= 10000328 ; color= purple ; age= 18 ; salary= 52326.07512 ;
insert name= ajersch ; CWID= 10000329 ; color= crimson ; age= 58 ; salary= 103734.2121 ;
insert name= ajeya ; CWID= 10000330 ; color= black ; age= 12 ; salary= 29290.68187 ;
insert name= ajit ; CWID= 10000331 ; color= white ; age= 78 ; salary= 105851.464 ;
insert name= ajmal ; CWID= 10000332 ; color= red ; age= 72 ; salary= 96090.59829 ;
insert name= ajoy ; CWID= 10000333 ; color= green ; age= 21 ; salary= 103595.8957 ;
insert name= akai ; CWID= 10000334 ; color= blue ; age= 32 ; salary= 32421.76572 ;
insert name= akbar ; CWID= 10000335 ; color= orange ; age= 87 ; salary= 30579.67987 ;
insert name= akbas ; CWID= 10000336 ; color= yellow ; age= 67 ; salary= 30169.59233 ;
insert name= akemi ; CWID= 10000337 ; color= pink ; age= 91 ; salary= 90532.25707 ;
insert name= akens ; CWID= 10000338 ; color= purple ; age= 70 ; salary= 32767.65084 ;
insert name= akers ; CWID= 10000339 ; color= crimson ; age= 57 ; salary= 32659.84935 ;
insert name= akhavan ; CWID= 10000340 ; color= black ; age= 81 ; salary= 61908.2356 ;
insert name= akhil ; CWID= 10000341 ; color= white ; age= 57 ; salary= 57896.12419 ;
insert name= akhtar ; CWID= 10000342 ; color= red ; age= 66 ; salary= 16873.48078 ;
insert name= akihiko ; CWID= 10000343 ; color= green ; age= 14 ; salary= 56364.41683 ;
insert name= akim ; CWID= 10000344 ; color= blue ; age= 81 ; salary= 42413.84821 ;
insert name= akin ; CWID= 10000345 ; color= orange ; age= 42 ; salary= 68697.19034 ;
insert name= akinniyi ; CWID= 10000346 ; color= yellow ; age= 32 ; salary= 62411.48748 ;
insert name= akio ; CWID= 10000347 ; color= pink ; age= 62 ; salary= 91964.54338 ;
insert name= akira ; CWID= 10000348 ; color= purple ; age= 2 ; salary= 52749.12966 ;
insert name= akita ; CWID= 10000349 ; color= crimson ; age= 90 ; salary= 32083.07071 ;
insert name= akkerman ; CWID= 10000350 ; color= black ; age= 51 ; salary= 70529.84238 ;
insert name= akram ; CWID= 10000351 ; color= white ; age= 73 ; salary= 64708.92602 ;
insert name= akrawi ; CWID= 10000352 ; color= red ; age= 30 ; salary= 70286.62884 ;
insert name= aksel ; CWID= 10000353 ; color= green ; age= 24 ; salary= 19159.30954 ;
insert name= akshay ; CWID= 10000354 ; color= blue ; age= 59 ; salary= 41154.12884 ;
insert name= akyurekl ; CWID= 10000355 ; color= orange ; age= 90 ; salary= 103480.0853 ;
insert name= al ; CWID= 10000356 ; color= yellow ; age= 1 ; salary= 29508.2764 ;
insert name= al bud ; CWID= 10000357 ; color= pink ; age= 93 ; salary= 81793.14779 ;
insert name= al-basi ; CWID= 10000358 ; color= purple ; age= 94 ; salary= 13491.1298 ;
insert name= al-tarab ; CWID= 10000359 ; color= crimson ; age= 62 ; salary= 29775.69632 ;
insert name= aladanga ; CWID= 10000360 ; color= black ; age= 93 ; salary= 16131.8757 ;
insert name= aladin ; CWID= 10000361 ; color= white ; age= 58 ; salary= 94674.5634 ;
insert name= alain ; CWID= 10000362 ; color= red ; age= 57 ; salary= 72974.21319 ;
insert name= alaine ; CWID= 10000363 ; color= green ; age= 43 ; salary= 52604.61718 ;
insert name= alair ; CWID= 10000364 ; color= blue ; age= 25 ; salary= 29281.41816 ;
insert name= alameda ; CWID= 10000365 ; color= orange ; age= 30 ; salary= 84888.67648 ;
insert name= alan ; CWID= 10000366 ; color= yellow ; age= 27 ; salary= 94777.12424 ;
insert name= alana ; CWID= 10000367 ; color= pink ; age= 54 ; salary= 82047.94832 ;
insert name= alanah ; CWID= 10000368 ; color= purple ; age= 48 ; salary= 47474.78791 ;
insert name= aland ; CWID= 10000369 ; color= crimson ; age= 52 ; salary= 60432.68095 ;
insert name= alane ; CWID= 10000370 ; color= black ; age= 11 ; salary= 78826.29336 ;
insert name= alanis ; CWID= 10000371 ; color= white ; age= 60 ; salary= 89042.91106 ;
insert name= alanna ; CWID= 10000372 ; color= red ; age= 69 ; salary= 81127.07347 ;
insert name= alano ; CWID= 10000373 ; color= green ; age= 83 ; salary= 69984.21442 ;
insert name= alanoly ; CWID= 10000374 ; color= blue ; age= 59 ; salary= 58469.51438 ;
insert name= alanson ; CWID= 10000375 ; color= orange ; age= 87 ; salary= 15935.54609 ;
insert name= alanturi ; CWID= 10000376 ; color= yellow ; age= 48 ; salary= 78730.62876 ;
insert name= alard ; CWID= 10000377 ; color= pink ; age= 90 ; salary= 26103.11349 ;
insert name= alaric ; CWID= 10000378 ; color= purple ; age= 70 ; salary= 22207.09056 ;
insert name= alary ; CWID= 10000379 ; color= crimson ; age= 11 ; salary= 16624.65909 ;
insert name= alasdair ; CWID= 10000380 ; color= black ; age= 75 ; salary= 85269.12124 ;
insert name= alastair ; CWID= 10000381 ; color= white ; age= 73 ; salary= 64329.26489 ;
insert name= alasteir ; CWID= 10000382 ; color= red ; age= 11 ; salary= 109246.2991 ;
insert name= alaster ; CWID= 10000383 ; color= green ; age= 1 ; salary= 44759.67113 ;
insert name= alavi ; CWID= 10000384 ; color= blue ; age= 88 ; salary= 53986.27729 ;
insert name= alayne ; CWID= 10000385 ; color= orange ; age= 17 ; salary= 54796.84035 ;
insert name= alb ; CWID= 10000386 ; color= yellow ; age= 61 ; salary= 92287.3033 ;
insert name= alba ; CWID= 10000387 ; color= pink ; age= 72 ; salary= 109383.8768 ;
insert name= albea ; CWID= 10000388 ; color= purple ; age= 8 ; salary= 60479.26173 ;
insert name= albeon ; CWID= 10000389 ; color= crimson ; age= 71 ; salary= 58788.14931 ;
insert name= alber ; CWID= 10000390 ; color= black ; age= 71 ; salary= 16243.46822 ;
insert name= alberik ; CWID= 10000391 ; color= white ; age= 73 ; salary= 47775.32989 ;
insert name= albers ; CWID= 10000392 ; color= red ; age= 23 ; salary= 88951.9959 ;
insert name= alberse ; CWID= 10000393 ; color= green ; age= 65 ; salary= 69669.4726 ;
insert name= albert ; CWID= 10000394 ; color= blue ; age= 39 ; salary= 23889.97625 ;
insert name= alberta ; CWID= 10000395 ; color= orange ; age= 6 ; salary= 100366.4377 ;
insert name= albertei ; CWID= 10000396 ; color= yellow ; age= 92 ; salary= 48821.84274 ;
insert name= albertin ; CWID= 10000397 ; color= pink ; age= 61 ; salary= 55381.69591 ;
insert name= alberto ; CWID= 10000398 ; color= purple ; age= 12 ; salary= 10049.77199 ;
insert name= alberts ; CWID= 10000399 ; color= crimson ; age= 9 ; salary= 43017.73384 ;
insert name= alberty ; CWID= 10000400 ; color= black ; age= 94 ; salary= 79874.75358 ;
insert name= albery ; CWID= 10000401 ; color= white ; age= 8 ; salary= 64573.75228 ;
insert name= albie ; CWID= 10000402 ; color= red ; age= 79 ; salary= 15803.42464 ;
insert name= albina ; CWID= 10000403 ; color= green ; age= 28 ; salary= 70253.78885 ;
insert name= albiston ; CWID= 10000404 ; color= blue ; age= 84 ; salary= 50084.9134 ;
insert name= albrecht ; CWID= 10000405 ; color= orange ; age= 20 ; salary= 16660.54352 ;
insert name= albright ; CWID= 10000406 ; color= yellow ; age= 45 ; salary= 34435.69875 ;
insert name= albritto ; CWID= 10000407 ; color= pink ; age= 91 ; salary= 98339.20139 ;
insert name= albtenta ; CWID= 10000408 ; color= purple ; age= 52 ; salary= 92903.46875 ;
insert name= alburger ; CWID= 10000409 ; color= crimson ; age= 20 ; salary= 109555.564 ;
insert name= alcantar ; CWID= 10000410 ; color= black ; age= 63 ; salary= 23973.44409 ;
insert name= alcindor ; CWID= 10000411 ; color= white ; age= 36 ; salary= 48511.99472 ;
insert name= alcock ; CWID= 10000412 ; color= red ; age= 33 ; salary= 56723.82985 ;
insert name= alcott ; CWID= 10000413 ; color= green ; age= 35 ; salary= 75819.81436 ;
insert name= alden ; CWID= 10000414 ; color= blue ; age= 36 ; salary= 26697.84556 ;
insert name= alderdic ; CWID= 10000415 ; color= orange ; age= 66 ; salary= 99962.28827 ;
insert name= aldhizer ; CWID= 10000416 ; color= yellow ; age= 38 ; salary= 105499.9402 ;
insert name= aldin ; CWID= 10000417 ; color= pink ; age= 57 ; salary= 41958.47159 ;
insert name= aldis ; CWID= 10000418 ; color= purple ; age= 4 ; salary= 102077.5945 ;
insert name= aldo ; CWID= 10000419 ; color= crimson ; age= 75 ; salary= 100161.7023 ;
insert name= aldon ; CWID= 10000420 ; color= black ; age= 22 ; salary= 25852.98785 ;
insert name= aldous ; CWID= 10000421 ; color= white ; age= 9 ; salary= 55144.94947 ;
insert name= aldric ; CWID= 10000422 ; color= red ; age= 74 ; salary= 97764.63616 ;
insert name= aldrich ; CWID= 10000423 ; color= green ; age= 94 ; salary= 101530.093 ;
insert name= aldridge ; CWID= 10000424 ; color= blue ; age= 29 ; salary= 51778.4504 ;
insert name= aldus ; CWID= 10000425 ; color= orange ; age= 34 ; salary= 26823.16491 ;
insert name= aldwin ; CWID= 10000426 ; color= yellow ; age= 55 ; salary= 62017.76153 ;
insert name= aldyn ; CWID= 10000427 ; color= pink ; age= 16 ; salary= 87611.3302 ;
insert name= alec ; CWID= 10000428 ; color= purple ; age= 40 ; salary= 63911.7122 ;
insert name= alecia ; CWID= 10000429 ; color= crimson ; age= 22 ; salary= 30370.87877 ;
insert name= aleda ; CWID= 10000430 ; color= black ; age= 80 ; salary= 40759.09273 ;
insert name= aleece ; CWID= 10000431 ; color= white ; age= 32 ; salary= 14648.30524 ;
insert name= aleen ; CWID= 10000432 ; color= red ; age= 5 ; salary= 95074.64888 ;
insert name= alegre ; CWID= 10000433 ; color= green ; age= 9 ; salary= 13823.35277 ;
insert name= aleinste ; CWID= 10000434 ; color= blue ; age= 41 ; salary= 20065.5487 ;
insert name= alejandr ; CWID= 10000435 ; color= orange ; age= 19 ; salary= 81547.83556 ;
insert name= alejoa ; CWID= 10000436 ; color= yellow ; age= 1 ; salary= 35491.81254 ;
insert name= aleke ; CWID= 10000437 ; color= pink ; age= 42 ; salary= 25769.15283 ;
insert name= aleksand ; CWID= 10000438 ; color= purple ; age= 65 ; salary= 20903.23773 ;
insert name= aleksic ; CWID= 10000439 ; color= crimson ; age= 26 ; salary= 70846.92822 ;
insert name= alena ; CWID= 10000440 ; color= black ; age= 12 ; salary= 94861.90343 ;
insert name= alene ; CWID= 10000441 ; color= white ; age= 68 ; salary= 34891.19068 ;
insert name= aleong ; CWID= 10000442 ; color= red ; age= 7 ; salary= 10418.36819 ;
insert name= alese ; CWID= 10000443 ; color= green ; age= 81 ; salary= 18617.11254 ;
insert name= alessand ; CWID= 10000444 ; color= blue ; age= 59 ; salary= 19418.9346 ;
insert name= aleta ; CWID= 10000445 ; color= orange ; age= 54 ; salary= 21325.96505 ;
insert name= alethea ; CWID= 10000446 ; color= yellow ; age= 16 ; salary= 60523.30539 ;
insert name= alev ; CWID= 10000447 ; color= pink ; age= 15 ; salary= 10581.52629 ;
insert name= alex ; CWID= 10000448 ; color= purple ; age= 64 ; salary= 94294.65464 ;
insert name= alexa ; CWID= 10000449 ; color= crimson ; age= 57 ; salary= 31414.6962 ;
insert name= alexan ; CWID= 10000450 ; color= black ; age= 8 ; salary= 30501.39861 ;
insert name= alexande ; CWID= 10000451 ; color= white ; age= 15 ; salary= 74492.56312 ;
insert name= alexandr ; CWID= 10000452 ; color= red ; age= 14 ; salary= 95397.97275 ;
insert name= alexei ; CWID= 10000453 ; color= green ; age= 42 ; salary= 105512.152 ;
insert name= alexi ; CWID= 10000454 ; color= blue ; age= 6 ; salary= 84218.68979 ;
insert name= alexia ; CWID= 10000455 ; color= orange ; age= 5 ; salary= 46434.12545 ;
insert name= alexina ; CWID= 10000456 ; color= yellow ; age= 35 ; salary= 55434.07094 ;
insert name= alexine ; CWID= 10000457 ; color= pink ; age= 70 ; salary= 23463.62405 ;
insert name= alexio ; CWID= 10000458 ; color= purple ; age= 28 ; salary= 57557.64017 ;
insert name= alexis ; CWID= 10000459 ; color= crimson ; age= 64 ; salary= 63638.55802 ;
insert name= alexon ; CWID= 10000460 ; color= black ; age= 52 ; salary= 80587.91909 ;
insert name= alexson ; CWID= 10000461 ; color= white ; age= 53 ; salary= 63323.09242 ;
insert name= alf ; CWID= 10000462 ; color= red ; age= 5 ; salary= 72716.47279 ;
insert name= alfaro ; CWID= 10000463 ; color= green ; age= 50 ; salary= 49811.41171 ;
insert name= alfi ; CWID= 10000464 ; color= blue ; age= 69 ; salary= 53696.53966 ;
insert name= alfie ; CWID= 10000465 ; color= orange ; age= 28 ; salary= 86563.62973 ;
insert name= alfons ; CWID= 10000466 ; color= yellow ; age= 2 ; salary= 34089.76127 ;
insert name= alfonse ; CWID= 10000467 ; color= pink ; age= 28 ; salary= 92454.00228 ;
insert name= alfonso ; CWID= 10000468 ; color= purple ; age= 30 ; salary= 30443.29249 ;
insert name= alfonzo ; CWID= 10000469 ; color= crimson ; age= 99 ; salary= 52529.05287 ;
insert name= alford ; CWID= 10000470 ; color= black ; age= 91 ; salary= 90896.7997 ;
insert name= alfred ; CWID= 10000471 ; color= white ; age= 86 ; salary= 65787.16036 ;
insert name= alfreda ; CWID= 10000472 ; color= red ; age= 20 ; salary= 85549.1227 ;
insert name= alfredo ; CWID= 10000473 ; color= green ; age= 84 ; salary= 95866.35054 ;
insert name= alfy ; CWID= 10000474 ; color= blue ; age= 82 ; salary= 30738.31498 ;
insert name= algernon ; CWID= 10000475 ; color= orange ; age= 52 ; salary= 44639.39227 ;
insert name= algie ; CWID= 10000476 ; color= yellow ; age= 45 ; salary= 75644.58752 ;
insert name= algimant ; CWID= 10000477 ; color= pink ; age= 59 ; salary= 64023.4125 ;
insert name= algood ; CWID= 10000478 ; color= purple ; age= 46 ; salary= 15172.4878 ;
insert name= alguire ; CWID= 10000479 ; color= crimson ; age= 48 ; salary= 85160.20541 ;
insert name= ali ; CWID= 10000480 ; color= black ; age= 56 ; salary= 28151.19005 ;
insert name= alia ; CWID= 10000481 ; color= white ; age= 91 ; salary= 57232.20703 ;
insert name= alic ; CWID= 10000482 ; color= red ; age= 93 ; salary= 29213.11764 ;
insert name= alica ; CWID= 10000483 ; color= green ; age= 93 ; salary= 64058.40806 ;
insert name= alice ; CWID= 10000484 ; color= blue ; age= 51 ; salary= 90091.38022 ;
insert name= alicea ; CWID= 10000485 ; color= orange ; age= 96 ; salary= 96499.74146 ;
insert name= alicia ; CWID= 10000486 ; color= yellow ; age= 29 ; salary= 78471.1763 ;
insert name= alick ; CWID= 10000487 ; color= pink ; age= 55 ; salary= 19846.30689 ;
insert name= alida ; CWID= 10000488 ; color= purple ; age= 1 ; salary= 90736.34456 ;
insert name= alidia ; CWID= 10000489 ; color= crimson ; age= 27 ; salary= 68400.41364 ;
insert name= alidina ; CWID= 10000490 ; color= black ; age= 16 ; salary= 51434.65434 ;
insert name= alie ; CWID= 10000491 ; color= white ; age= 17 ; salary= 46353.55445 ;
insert name= alika ; CWID= 10000492 ; color= red ; age= 68 ; salary= 73620.34933 ;
insert name= alikee ; CWID= 10000493 ; color= green ; age= 26 ; salary= 90537.69339 ;
insert name= alikhan ; CWID= 10000494 ; color= blue ; age= 8 ; salary= 86899.41098 ;
insert name= alina ; CWID= 10000495 ; color= orange ; age= 88 ; salary= 107499.4023 ;
insert name= aline ; CWID= 10000496 ; color= yellow ; age= 31 ; salary= 30101.04196 ;
insert name= alink ; CWID= 10000497 ; color= pink ; age= 83 ; salary= 21838.27522 ;
insert name= alioto ; CWID= 10000498 ; color= purple ; age= 96 ; salary= 30492.29673 ;
insert name= alireza ; CWID= 10000499 ; color= crimson ; age= 89 ; salary= 100895.494 ;
insert name= alis ; CWID= 10000500 ; color= black ; age= 94 ; salary= 23765.55096 ;
insert name= alisa ; CWID= 10000501 ; color= white ; age= 53 ; salary= 39339.58068 ;
insert name= alisande ; CWID= 10000502 ; color= red ; age= 83 ; salary= 73044.96415 ;
insert name= alisha ; CWID= 10000503 ; color= green ; age= 90 ; salary= 25563.62969 ;
insert name= alison ; CWID= 10000504 ; color= blue ; age= 75 ; salary= 65091.80498 ;
insert name= alissa ; CWID= 10000505 ; color= orange ; age= 55 ; salary= 106754.7234 ;
insert name= alistair ; CWID= 10000506 ; color= yellow ; age= 88 ; salary= 34678.15623 ;
insert name= alister ; CWID= 10000507 ; color= pink ; age= 73 ; salary= 75084.29917 ;
insert name= alisun ; CWID= 10000508 ; color= purple ; age= 30 ; salary= 108772.6773 ;
insert name= alix ; CWID= 10000509 ; color= crimson ; age= 76 ; salary= 58800.78036 ;
insert name= aliza ; CWID= 10000510 ; color= black ; age= 23 ; salary= 48162.55541 ;
insert name= alka ; CWID= 10000511 ; color= white ; age= 85 ; salary= 104863.4714 ;
insert name= alkarim ; CWID= 10000512 ; color= red ; age= 67 ; salary= 52054.21683 ;
insert name= alkire ; CWID= 10000513 ; color= green ; age= 87 ; salary= 62306.33736 ;
insert name= all the  ; CWID= 10000514 ; color= blue ; age= 90 ; salary= 58723.39655 ;
insert name= alla ; CWID= 10000515 ; color= orange ; age= 63 ; salary= 58772.59004 ;
insert name= allahdin ; CWID= 10000516 ; color= yellow ; age= 8 ; salary= 39940.98426 ;
insert name= allahyar ; CWID= 10000517 ; color= pink ; age= 81 ; salary= 75345.54253 ;
insert name= allam ; CWID= 10000518 ; color= purple ; age= 52 ; salary= 48337.16875 ;
insert name= allaman ; CWID= 10000519 ; color= crimson ; age= 58 ; salary= 42519.57836 ;
insert name= allan ; CWID= 10000520 ; color= black ; age= 71 ; salary= 55552.4453 ;
insert name= allard ; CWID= 10000521 ; color= white ; age= 57 ; salary= 98643.54893 ;
insert name= allaway ; CWID= 10000522 ; color= red ; age= 99 ; salary= 80550.77993 ;
insert name= allaye-c ; CWID= 10000523 ; color= green ; age= 59 ; salary= 71911.06563 ;
insert name= allayne ; CWID= 10000524 ; color= blue ; age= 53 ; salary= 68294.62543 ;
